Ticker,TotalPnL,DivCaptured,TradeCount,MarketCap,Segment
BEN,6170.427629776002,1054.82,9,12581156864,Upper Mid/Large Cap (<50B)
MAS,13489.690591735838,2414.295,43,12525907968,Upper Mid/Large Cap (<50B)
ALLE,-1056.8018774414063,259.56,1,12521246720,Upper Mid/Large Cap (<50B)
HRL,67191.29910684204,37606.556,135,12458434560,Upper Mid/Large Cap (<50B)
PNW,4023.367607116699,1244.875,15,12442374144,Upper Mid/Large Cap (<50B)
JKHY,10919.956990661623,14445.44,112,12215089152,Upper Mid/Large Cap (<50B)
APA,69717.89106955337,36976.423,116,12176579584,Upper Mid/Large Cap (<50B)
DOC,61577.21088579114,12880.435478,32,11801845760,Upper Mid/Large Cap (<50B)
SJM,-5650.9394522094735,11534.96,31,11318134784,Upper Mid/Large Cap (<50B)
GL,-23425.513393310543,9002.521,110,11022219264,Upper Mid/Large Cap (<50B)
AIZ,4757.636554260254,1138.52,22,10944225280,Upper Mid/Large Cap (<50B)
PSKY,33407.82052783966,11801.05,67,10806123520,Upper Mid/Large Cap (<50B)
BF-B,-81457.84668972778,21162.947,116,10774947840,Upper Mid/Large Cap (<50B)
CPT,1153.6787384033203,1081.3,4,10704434176,Upper Mid/Large Cap (<50B)
WYNN,-6073.540786743164,0.0,4,10473170944,Upper Mid/Large Cap (<50B)
IVZ,254.8391309432991,6725.343000000001,21,10204496896,Upper Mid/Large Cap (<50B)
AES,-5052.16237627792,41308.357,118,10111209472,Upper Mid/Large Cap (<50B)
MGM,-240.57977645874024,6.945,1,10032216064,Upper Mid/Large Cap (<50B)
RVTY,52480.63065261841,2462.9500000000003,92,9701552128,Upper Mid/Large Cap (<50B)
MOS,7838.467648315429,2525.0499999999997,6,9306078208,Upper Mid/Large Cap (<50B)
AOS,87914.11122573852,18040.64,107,9243297792,Upper Mid/Large Cap (<50B)
BXP,-2540.956336364746,899.64,2,9208732672,Upper Mid/Large Cap (<50B)
FRT,-19021.780538330077,11311.74,29,9070279680,Upper Mid/Large Cap (<50B)
TAP,28617.05832489014,36059.33,97,8609829888,Upper Mid/Large Cap (<50B)
ARE,32656.42883026123,51272.62,115,8389470720,Upper Mid/Large Cap (<50B)
SWKS,4523.828990783692,1342.8400000000001,42,8231452160,Upper Mid/Large Cap (<50B)
TECH,1985.5369720458984,0.0,2,7955650048,Upper Mid/Large Cap (<50B)
CAG,9053.657985599242,12653.102311999999,56,7850042880,Upper Mid/Large Cap (<50B)
POOL,27.19189453125,0.0,1,7697233408,Upper Mid/Large Cap (<50B)
FDS,-1284.7583312988281,0.0,19,7695409664,Upper Mid/Large Cap (<50B)
PAYC,1611.3715820312482,4900.875,38,6902248448,Upper Mid/Large Cap (<50B)
CPB,41395.62623298645,24038.88,67,6472494080,Upper Mid/Large Cap (<50B)
LW,15438.418880004883,19449.02,96,5650742784,Upper Mid/Large Cap (<50B)
